header,category,location,title,description,website_url,image_url,youtube_url
나의,전남,보성,,,,./img/cards_webp/region_webp/center_352_20220210204105_2E.webp,https://youtu.be/ju462-Undlw
나의,전남,순천,,,,./img/cards_webp/region_webp/center_362_20220210204955_7W.webp,https://youtu.be/AodgJUWNS7Q
나의,전남,신안,,,,./img/cards_webp/region_webp/center_369_20220211104007_H9.webp,https://youtu.be/6ku0ASCKWUs
나의,전남,여수,,,,./img/cards_webp/region_webp/center_366_20220210205316_B8.webp,https://youtu.be/zPcljmmTiBc
나의,전남,영광,,,,./img/cards_webp/region_webp/center_359_20220210204707_5A.webp,https://youtu.be/75mXY_hLdMQ
나의,전남,영암,,,,./img/cards_webp/region_webp/center_367_20220211104033_4H.webp,https://youtu.be/zGqHCPqAWJs
나의,전남,완도,,,,./img/cards_webp/region_webp/center_371_20220210205719_BU.webp,https://youtu.be/Nd9J24mKYkQ
나의,전남,장성,,,,./img/cards_webp/region_webp/center_360_20220210204802_2T.webp,https://youtu.be/qeeYs1bVLp8
나의,전남,장흥,,,,./img/cards_webp/region_webp/center_353_20220210204155_WY.webp,https://youtu.be/5RVf9-jTFec
나의,전남,진도,,,,./img/cards_webp/region_webp/center_372_20220210205822_JZ.webp,https://youtu.be/enCUvdjuKIw
나의,전남,함평,,,,./img/cards_webp/region_webp/center_358_20220210204618_PB.webp,https://youtu.be/qxduro2mjO0
나의,전남,해남,,,,./img/cards_webp/region_webp/center_370_20220210205632_XZ.webp,https://youtu.be/OvOpUiN0DeM
나의,전남,화순,,,,./img/cards_webp/region_webp/center_356_20220210204440_TD.webp,https://youtu.be/Y3oEKZfT1nk
나의,경북,경상북도,,미래를 선도하는 첨단산업의 중심지,https://github.com/p4u-jm/jm-2022-pledges/blob/main/theminjoo_board/739678/739678.md,./img/cards_webp/region_webp/center_453_20220214084533_EM.webp,https://youtu.be/FZQA4GCjGJ4
나의,경북,경산,,,,./img/cards_webp/region_webp/center_388_20220210211939_EM.webp,https://youtu.be/I6_WPbNIrEY
나의,경북,경주,,,,./img/cards_webp/region_webp/center_389_20220210212029_MF.webp,https://youtu.be/pOEd9yVU18w
나의,경북,고령,,,,./img/cards_webp/region_webp/center_390_20220210212108_JP.webp,https://youtu.be/LCkxHqlqb0U
나의,경북,구미,,,,./img/cards_webp/region_webp/center_393_20220211105202_D6.webp,https://youtu.be/0UuyL3IAf5A
나의,경북,군위,,,,./img/cards_webp/region_webp/center_394_20220211105306_HZ.webp,https://youtu.be/ouyJUIg9tEY
나의,경북,김천,,,,./img/cards_webp/region_webp/center_398_20220211104848_22.webp,https://youtu.be/0ZDuvSKBrZ8
나의,경북,문경,,,,./img/cards_webp/region_webp/center_400_20220210212846_HX.webp,https://youtu.be/2x6EqBseTbk
나의,경북,봉화,,,,./img/cards_webp/region_webp/center_405_20220210213225_ZP.webp,https://youtu.be/Z6_GCd09lAA
나의,경북,상주,,,,./img/cards_webp/region_webp/center_399_20220211104827_6X.webp,https://youtu.be/GdEJkv2FgYQ
나의,경북,성주,,,,./img/cards_webp/region_webp/center_391_20220210212151_6R.webp,https://youtu.be/CIZfi-nsovY
나의,경북,안동,,,,./img/cards_webp/region_webp/center_401_20220210212938_MT.webp,https://youtu.be/NftptkRZqgQ
나의,경북,영덕,,,,./img/cards_webp/region_webp/center_397_20220211104908_RA.webp,https://youtu.be/H6dnxXEjc84
나의,경북,영양,,,,./img/cards_webp/region_webp/center_404_20220210213144_KV.webp,https://youtu.be/wg-PWkNJiVI
나의,경북,영주,,,,./img/cards_webp/region_webp/center_403_20220210213100_H9.webp,https://youtu.be/2g1o-d-irzY
나의,경북,영천,,,,./img/cards_webp/region_webp/center_407_20220210213535_JA.webp,https://youtu.be/xEnCcc3j_Cw
나의,경북,예천,,,,./img/cards_webp/region_webp/center_402_20220210213015_4X.webp,https://youtu.be/C8TAlACzl0g
나의,경북,울릉,,,,./img/cards_webp/region_webp/center_410_20220220145802_WH.webp,https://youtu.be/r5YdJtebna4
나의,경북,울진,,,,./img/cards_webp/region_webp/center_406_20220210213325_P7.webp,https://youtu.be/fouwdrEdFvg
나의,경북,의성,,,,./img/cards_webp/region_webp/center_395_20220211104945_9E.webp,https://youtu.be/FWF80WXETgQ
나의,경북,청도,,,,./img/cards_webp/region_webp/center_408_20220211113331_CX.webp,https://youtu.be/XK1j9njrvSo
나의,경북,청송,,,,./img/cards_webp/region_webp/center_396_20220211104927_4N.webp,https://youtu.be/Ed8qTjp8dCA
나의,경북,칠곡,,,,./img/cards_webp/region_webp/center_392_20220210212234_NC.webp,https://youtu.be/azDWVCCeLZ4
나의,경북,포항,,,,./img/cards_webp/region_webp/center_409_20220210213841_F9.webp,https://youtu.be/JYrXcZK3RHY
나의,경남,경상남도,,"우주 개척의 전진기지, 대한민국 신성장동력",https://github.com/p4u-jm/jm-2022-pledges/blob/main/theminjoo_board/740721/740721.md,./img/cards_webp/region_webp/center_487_20220215120940_MK.webp,https://youtu.be/T6BTAC6sJ30
나의,경남,거제,,,,./img/cards_webp/region_webp/center_411_20220210214432_H4.webp,https://youtu.be/DHcFByPoiW4
나의,경남,거창,,,,./img/cards_webp/region_webp/center_423_20220210215512_DB.webp,https://youtu.be/WYo3HyZ4FGU
나의,경남,고성,,,,./img/cards_webp/region_webp/center_413_20220210214630_C7.webp,https://youtu.be/1GFZuRlc0xY
나의,경남,김해,,,,./img/cards_webp/region_webp/center_414_20220210214726_MF.webp,https://youtu.be/wH3hwJkEGRI
나의,경남,남해,,,,./img/cards_webp/region_webp/center_416_20220210214903_J9.webp,https://youtu.be/KgEhTGNGqcE
나의,경남,밀양,,,,./img/cards_webp/region_webp/center_418_20220210215039_B3.webp,https://youtu.be/1sRsb1y_GrA
나의,경남,사천,,,,./img/cards_webp/region_webp/center_415_20220210214818_2Q.webp,https://youtu.be/ZMcliD9Rrc0
나의,경남,산청,,,,./img/cards_webp/region_webp/center_422_20220210215401_EW.webp,https://youtu.be/HZN0y5fDuJA
나의,경남,양산,,,,./img/cards_webp/region_webp/center_426_20220210215740_7T.webp,https://youtu.be/BtY41MlT8GQ
나의,경남,의령,,,,./img/cards_webp/region_webp/center_419_20220210215125_AN.webp,https://youtu.be/fX6ylFLseTU
나의,경남,진주,,,,./img/cards_webp/region_webp/center_427_20220210215914_68.webp,https://youtu.be/OoGU4G7Pi0c
나의,경남,창녕,,,,./img/cards_webp/region_webp/center_421_20220210215251_YF.webp,https://youtu.be/yNNlCQB3TJ4
나의,경남,창원,,,,./img/cards_webp/region_webp/center_428_20220210220003_BG.webp,https://youtu.be/hkztUmBEfog
나의,경남,통영,,,,./img/cards_webp/region_webp/center_412_20220210214543_K7.webp,https://youtu.be/dtqsW_6ExD0
나의,경남,하동,,,,./img/cards_webp/region_webp/center_417_20220210214945_XQ.webp,https://youtu.be/Lfe6LzOwsVs
나의,경남,함안,,,,./img/cards_webp/region_webp/center_420_20220210215211_ED.webp,https://youtu.be/BAT-X_KNQ14
나의,경남,함양,,,,./img/cards_webp/region_webp/center_424_20220210215553_VG.webp,https://youtu.be/rNj9xG31vRI
나의,경남,합천,,,,./img/cards_webp/region_webp/center_425_20220210215636_4R.webp,https://youtu.be/b-L2havDWcs
나의,제주,제주특별자치도,,탄소중립‧폐기물제로‧자원순환 선도! 평화‧인권‧환경의 수도,https://github.com/p4u-jm/jm-2022-pledges/blob/main/theminjoo_board/746331/746331.md,./img/cards_webp/region_webp/center_474_20220214140045_LN.webp,https://youtu.be/2ICWgqzJPJs
